archived	quickshell-bar	https://github.com/synthalorian/quickshell-bar.git
archived	shark-code	https://github.com/synthalorian/shark-code.git
backburner	agentbench	https://github.com/synthalorian/agentbench.git
backburner	blueprint	https://github.com/synthalorian/blueprint.git
backburner	cassettedb	https://github.com/synthalorian/cassettedb.git
backburner	chronos-engine	https://github.com/synthalorian/chronos-engine.git
backburner	flamingo	https://github.com/synthalorian/flamingo.git
backburner	forge	https://github.com/synthalorian/forge.git
backburner	ghostbin	https://github.com/synthalorian/ghostbin.git
backburner	gridtracker	https://github.com/synthalorian/gridtracker.git
backburner	Janus	https://github.com/synthalorian/Janus.git
backburner	neon-talon	https://github.com/synthalorian/neon-talon.git
backburner	nightdrive	https://github.com/synthalorian/nightdrive.git
backburner	Open-Budget	https://github.com/synthalorian/Open-Budget.git
backburner	Open-Fit	https://github.com/synthalorian/Open-Fit.git
backburner	open-habit	https://github.com/synthalorian/open-habit.git
backburner	open-health	https://github.com/synthalorian/open-health.git
backburner	Open-Life	https://github.com/synthalorian/Open-Life.git
backburner	Open-Lore	https://github.com/synthalorian/Open-Lore.git
backburner	Open-Veterinarian	https://github.com/synthalorian/Open-Veterinarian.git
backburner	Open-Warcraft	https://github.com/synthalorian/Open-Warcraft.git
backburner	open_ascension	https://github.com/synthalorian/open_ascension.git
backburner	reticulum-beacon	https://github.com/synthalorian/reticulum-beacon.git
backburner	reticulum-forge	https://github.com/synthalorian/reticulum-forge.git
backburner	reticulum-hub	https://github.com/synthalorian/reticulum-hub.git
backburner	reticulum-link	https://github.com/synthalorian/reticulum-link.git
backburner	reticulum-wave	https://github.com/synthalorian/reticulum-wave.git
backburner	reticulumchat	https://github.com/synthalorian/reticulumchat.git
backburner	retro-spec	https://github.com/synthalorian/retro-spec.git
backburner	rift	https://github.com/synthalorian/rift.git
backburner	sc-synthesis	https://github.com/synthalorian/sc-synthesis.git
backburner	sentryclaw	https://github.com/synthalorian/sentryclaw.git
backburner	signalscope	https://github.com/synthalorian/signalscope.git
backburner	splice	https://github.com/synthalorian/splice.git
backburner	synthreader	https://github.com/synthalorian/synthreader.git
backburner	tapeloop	https://github.com/synthalorian/tapeloop.git
backburner	trackerclaw	https://github.com/synthalorian/trackerclaw.git
backburner	tracking	https://github.com/synthalorian/tracking.git
backburner	vhs-86	https://github.com/synthalorian/vhs-86.git
backburner	vhs-irc	https://github.com/synthalorian/vhs-irc.git
backburner	voltshark	https://github.com/synthalorian/voltshark.git
backburner	wireclaw	https://github.com/synthalorian/wireclaw.git
backburner	yayo-studio	https://github.com/synthalorian/yayo-studio.git
finished	book-layout	https://github.com/synthalorian/book-layout.git
finished	chess-engine	https://github.com/synthalorian/chess-engine.git
finished	chip8-emu	https://github.com/synthalorian/chip8-emu.git
finished	claw-code-gemini-setup-guide	https://github.com/synthalorian/claw-code-gemini-setup-guide.git
finished	crt	https://github.com/synthalorian/crt.git
finished	dark-and-calculator	https://github.com/synthalorian/dark-and-calculator.git
finished	esolang	https://github.com/synthalorian/esolang.git
finished	ferrite	https://github.com/synthalorian/ferrite.git
finished	gaslighting-compiler	https://github.com/synthalorian/gaslighting-compiler.git
finished	github-graveyard	https://github.com/synthalorian/github-graveyard.git
finished	gridlock	https://github.com/synthalorian/gridlock.git
finished	hermes-gemini-setup-guide	https://github.com/synthalorian/hermes-gemini-setup-guide.git
finished	loopback	https://github.com/synthalorian/loopback.git
finished	neoncast	https://github.com/synthalorian/neoncast.git
finished	Open-Agenda	https://github.com/synthalorian/Open-Agenda.git
finished	Open-Glyph	https://github.com/synthalorian/Open-Glyph.git
finished	Open-Grid	https://github.com/synthalorian/Open-Grid.git
finished	openclaw-gemini-setup-guide	https://github.com/synthalorian/openclaw-gemini-setup-guide.git
finished	particle-life	https://github.com/synthalorian/particle-life.git
finished	raytracer	https://github.com/synthalorian/raytracer.git
finished	roguelike	https://github.com/synthalorian/roguelike.git
finished	tapeworm	https://github.com/synthalorian/tapeworm.git
finished	unionizing-houseplants	https://github.com/synthalorian/unionizing-houseplants.git
forks	agentmemory	https://github.com/synthalorian/agentmemory.git
forks	claw-code	https://github.com/synthalorian/claw-code.git
forks	oh-my-openagent	https://github.com/synthalorian/oh-my-openagent.git
forks	peon-pet	https://github.com/synthalorian/peon-pet.git
faith	gospel-of-steel	https://github.com/synthalorian/gospel-of-steel.git
faith	holy-lands	https://github.com/synthalorian/holy-lands.git
faith	Open-Assurance	https://github.com/synthalorian/Open-Assurance.git
faith	Open-Bible	https://github.com/synthalorian/Open-Bible.git
faith	Open-Praise	https://github.com/synthalorian/Open-Praise.git
faith	open-psalm	https://github.com/synthalorian/open-psalm.git
